name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter),37,U.S.,Massachusetts,Winchester,American,['College of the Holy Cross'],,,Democratic
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter),37,U.S.,Massachusetts, Winchester,American,['College of the Holy Cross'],,,Democratic
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter)37,37,U.S.,Massachusetts, Winchester,American,['College of the Holy Cross'],,,Democratic
Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter)37,37,U.S.,Massachusetts, Winchester,American,['College of the Holy Cross'],,,Democratic
Jon Glaser,https://en.wikipedia.org/wiki/Jon_Glaser,50,U.S.,Illinois,Chicago,American,['University of Michigan'],,"['Actor, comedian, writer, producer, director']",
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett,36,U.S.,New York, Woodbury,American,['Williams College'],,['Speechwriter  writer  producer'],
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett,36,U.S.,New York, Woodbury,American,['Williams College'],,['Speechwriter  writer  producer'],
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett,36,U.S.,New York, Woodbury,American,['Williams College'],,['Speechwriter  writer  producer'],
Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett,36,U.S.,New York, Woodbury,American,['Williams College'],,['Speechwriter  writer  producer'],
Jon Stewart,https://en.wikipedia.org/wiki/Jon_Stewart,55,U.S.,New York,New York City,American,['College of William amp Mary'],['Lawrence High School'],,
Jonathan Franzen,https://en.wikipedia.org/wiki/Jonathan_Franzen,59,U.S,Illinois, Western Springs,American,,,"['Novelist, essayist']",
Jonathan Groff,https://en.wikipedia.org/wiki/Jonathan_Groff,33,U.S.,Pennsylvania,Lancaster,American,,['Conestoga Valley High School'],['Actor  singer'],
Jonathan Groff,https://en.wikipedia.org/wiki/Jonathan_Groff,33,U.S.,Pennsylvania,Lancaster,American,,['Conestoga Valley High School'],['Actor  singer'],
Jordan Klepper,https://en.wikipedia.org/wiki/Jordan_Klepper,39,U.S.,Michigan, Kalamazoo,American,['Kalamazoo College'],['Kalamazoo Central High School'],,
Jordan Peele,https://en.wikipedia.org/wiki/Jordan_Peele,39,U.S.,New York,New York City,American,['Sarah Lawrence College'],,['Actor  comedian  writer  producer  director'],
Jordan Spieth,https://en.wikipedia.org/wiki/Jordan_Spieth,25,U.S.,Texas, Dallas,American,,,,
Jorge Ramos,https://en.wikipedia.org/wiki/Jorge_Ramos_(news_anchor)60,60,Mexico,Mexico City, ,American,,,"['Journalist, author, activist']",Independent
Joseph Gordon-Levitt,https://en.wikipedia.org/wiki/Joseph_Gordon-Levitt,37,U.S.,California,Los Angeles,American,,,['Actor  filmmaker  singer  entrepreneur'],
Josh Brolin,https://en.wikipedia.org/wiki/Josh_Brolin,50,U.S.,California,Santa Monica,American,,,['Actor'],
Josh Brolin,https://en.wikipedia.org/wiki/Josh_Brolin,50,U.S.,California,Santa Monica,American,,,['Actor'],
Josh Duhamel,https://en.wikipedia.org/wiki/Josh_Duhamel,45,U.S.,North Dakota,Minot,American,['Minot State University'],,"['Actor, model']",
Josh Earnest,https://en.wikipedia.org/wiki/Josh_Earnest,43,U.S.,Missouri, Kansas City,American,,['Rice University'],,Democratic
Josh Gad,https://en.wikipedia.org/wiki/Josh_Gad,37,U.S.,Florida,Hollywood,American,['Carnegie Mellon College of Fine Arts'],,"['Actor, comedian, singer']",
Josh Gad,https://en.wikipedia.org/wiki/Josh_Gad,37,U.S.,Florida,Hollywood,American,['Carnegie Mellon College of Fine Arts'],,"['Actor, comedian, singer']",
Josh Groban,https://en.wikipedia.org/wiki/Josh_Groban,37,U.S.,California, Los Angeles,American,,,,
Josh Groban,https://en.wikipedia.org/wiki/Josh_Groban,37,U.S.,California, Los Angeles,American,,,,
Josh Holloway,https://en.wikipedia.org/wiki/Josh_Holloway,49,U.S.,California,San Jose,American,,,"['Actor', 'model', ', producer']",
Josh Lucas,https://en.wikipedia.org/wiki/Josh_Lucas,47,U.S.,Arkansas,Fayetteville,American,,,['Actor'],
Josh Radnor,https://en.wikipedia.org/wiki/Josh_Radnor,44,U.S.,Ohio,Columbus,American,"['Kenyon College', 'New York University']",,['Actor filmmaker musician'],
Joshua Jackson,https://en.wikipedia.org/wiki/Joshua_Jackson,40,Canada,British Columbia,Vancouver,Canadian,,,['Actor'],
Joy Bryant,https://en.wikipedia.org/wiki/Joy_Bryant,44,U.S.,New York,New York City,American,['Yale University'],,['Actress'],
Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow,50,U.S.,New York,New York City,American,['University of Southern California'],['Syosset High School'],"['Producer, writer, director, actor, standup comedian']",
Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow,50,U.S.,New York,New York City,American,['University of Southern California'],['Syosset High School'],"['Producer, writer, director, actor, standup comedian']",
Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow,50,U.S.,New York,New York City,American,['University of Southern California'],['Syosset High School'],"['Producer, writer, director, actor, standup comedian']",
Jude Law,https://en.wikipedia.org/wiki/Jude_Law,45,U.K.,London,Lewisham,British,['National Youth Music Theatre'],['Alleyns School'],['Actor'],
Jude Law,https://en.wikipedia.org/wiki/Jude_Law,45,U.K.,London,Lewisham,British,['National Youth Music Theatre'],['Alleyns School'],['Actor'],
Judith Light,https://en.wikipedia.org/wiki/Judith_Light,69,U.S.,New Jersey,Trenton,American,['Carnegie Mellon University'],['St. Marys HallDoane Academy'],"['Actress, producer']",
Judith Sheindlin,https://en.wikipedia.org/wiki/Judith_Sheindlin,76,U.S.,New York,New York City,American,"['American University', 'New York Law School',]",,"['Lawyer, judge, television personality, author,', 'arbitrator']",
Judy Gold,https://en.wikipedia.org/wiki/Judy_Gold,55,U.S.,New Jersey,Newark,American,,,['Standup comedian'],
Judy Gold,https://en.wikipedia.org/wiki/Judy_Gold,55,U.S.,New Jersey,Newark,American,,,['Standup comedian'],
Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer,43,U.S.,Michigan,Detroit,American,['DePaul University'],,['Actress  model  author'],
Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer,43,U.S.,Michigan,Detroit,American,['DePaul University'],,['Actress  model  author'],
Julia Louis-Dreyfus,https://en.wikipedia.org/wiki/Julia_Louis-Dreyfus,57,U.S.,New York,New York City,American,['Northwestern University'],,['Actress  comedian  singer  producer'],
Julian Castro,https://en.wikipedia.org/wiki/Julian_Castro,44,U.S.,Texas,San Antonio,American,,"['Stanford University', 'Harvard University']",,Democratic
Julianna Margulies,https://en.wikipedia.org/wiki/Julianna_Margulies,52,U.S.,New York,Spring Valley,American,['Sarah Lawrence College’],['Green Meadow Waldorf School'],['Actress  producer'],
Julianna Margulies,https://en.wikipedia.org/wiki/Julianna_Margulies,52,U.S.,New York,Spring Valley,American,['Sarah Lawrence College',['Green Meadow Waldorf School'],['Actress  producer'],
Julianne Moore,https://en.wikipedia.org/wiki/Julianne_Moore,57,U.S.,North Carolina,Fort Bragg,American,['Boston University'],,['Actor  childrens author'],
Julianne Moore,https://en.wikipedia.org/wiki/Julianne_Moore,57,U.S.,North Carolina,Fort Bragg,American,['Boston University'],,['Actor  childrens author'],
Julie Andrews,https://en.wikipedia.org/wiki/Julie_Andrews,83,U.K.,Surrey,WaltononThames,British,,,"['Actress, singer, author']",
Julie Chen,https://en.wikipedia.org/wiki/Julie_Chen,48,U.S.,New York,New York City,American,,['University of Southern California'],['Presenter  anchor  producer'],
Julie Chen,https://en.wikipedia.org/wiki/Julie_Chen,48,U.S.,New York,New York City,American,,['University of Southern California'],['Presenter  anchor  producer'],
Julie Klausner,https://en.wikipedia.org/wiki/Julie_Klausner,40,U.S.,New York,New York City,American,['New York University'],,['Writer  comedian  author'],
June Diane Raphael,https://en.wikipedia.org/wiki/June_Diane_Raphael,38,U.S.,New York,Rockville Centre,American,['New York University'],,['Actress  comedian  writer'],
Jurnee Smollett-Bell,https://en.wikipedia.org/wiki/Jurnee_Smollett-Bell,32,U.S.,New York,New York City,American,,,['Actress'],
Jussie Smollett,https://en.wikipedia.org/wiki/Jussie_Smollett,36,U.S.,California,Santa Rosa,American,,,"['Actor, singersongwriter']",
Justice Stephen Breyer,https://en.wikipedia.org/wiki/Stephen_Breyer,80,U.S.,California,San Francisco,American,,"['Stanford University','Magdalen College, Oxford', 'Harvard University']",,Democratic
Justin Bartha,https://en.wikipedia.org/wiki/Justin_Bartha,40,U.S.,Florida,Fort Lauderdale,American,['Tisch School of Arts'],,['Actor'],
Justin Hartley,https://en.wikipedia.org/wiki/Justin_Hartley,41,U.S.,Illinois,Knoxville,American,,,['Actor'],
Justin Long,https://en.wikipedia.org/wiki/Justin_Long,40,U.S.,Connecticut,Fairfield,American,['Vassar College'],,"['Actor, comedian, humorist']",
Justin Theroux,https://en.wikipedia.org/wiki/Justin_Theroux,47,U.S.,D.C.,Washington,American,['Bennington College'],,['Actor  producer  writer'],
Justin Timberlake,https://en.wikipedia.org/wiki/Justin_Timberlake,37,U.S.,Tennessee,Memphis,American,,,['Singersongwriter  actor  dancer  record producer'],
Kadeem Hardison,https://en.wikipedia.org/wiki/Kadeem_Hardison,53,U.S.,New York,Brooklyn,American,,,['Actor'],
Kal Penn,https://en.wikipedia.org/wiki/Kal_Penn,41,U.S.,New Jersey, Montclair,American,"['University of California, Los Angeles']",,"['Actor', 'comedian', 'film producer', 'civil servant', 'humanitarian']",Democratic
Kaley Cuoco,https://en.wikipedia.org/wiki/Kaley_Cuoco,32,U.S.,California,Camarillo,American,,,"['Actress, producer']",
Kamala Harris,https://en.wikipedia.org/wiki/Kamala_Harris,54,U.S.,California, Oakland,American,,"['Howard University', 'University of California, Hastings’]",,Democratic
Kate Beckinsale,https://en.wikipedia.org/wiki/Kate_Beckinsale,45,U.K.,London,Chiswick,British,"['New College, Oxford']",,['Actress'],
Kate Beckinsale,https://en.wikipedia.org/wiki/Kate_Beckinsale,45,U.K.,London,Chiswick,American,"['New College, Oxford']",,['Actress'],
Kate Hudson,https://en.wikipedia.org/wiki/Kate_Hudson,39,U.S.,California,Los Angeles,American,,,"['Actress, author, businesswoman']",
Kate Upton,https://en.wikipedia.org/wiki/Kate_Upton,26,U.S.,Michigan,St. Joseph,American,,,['Model  actress'],
Kate Walsh,https://en.wikipedia.org/wiki/Kate_Walsh_(actress),51,U.S.,California,San Jose,American,['University of Arizona'],,['Actress  businesswoman'],
Kate Winslet,https://en.wikipedia.org/wiki/Kate_Winslet,43,U.K.,Berkshire,Reading,English,['Redroofs Theatre School'],,['Actress'],
Katharine McPhee,https://en.wikipedia.org/wiki/Katharine_McPhee,34,U.S.,California,Los Angeles,American,,,['Actress  singer  songwriter'],
Katherine Waterston,https://en.wikipedia.org/wiki/Katherine_Waterston,38,U.K.,London,Westminster,American,['New York University'],,['Actress'],
Kathryn Hahn,https://en.wikipedia.org/wiki/Kathryn_Hahn,45,U.S.,Illinois,Westchester,American,,"['Northwestern University', 'Yale University']","['Actress, fashion model and comedian']",
Kathryn Hahn,https://en.wikipedia.org/wiki/Kathryn_Hahn,45,U.S.,Illinois,Westchester,American,,"['Northwestern University', 'Yale University']","['Actress, fashion model and comedian']",
Kathy Bates,https://en.wikipedia.org/wiki/Kathy_Bates,70,U.S.,Tennessee,Memphis,American,,,"['Actress, director']",
Katie Couric,https://en.wikipedia.org/wiki/Katie_Couric,61,U.S.,Virginia,Arlington,American,['University of Virginia'],,['Journalist'],
Katie Couric,https://en.wikipedia.org/wiki/Katie_Couric,61,U.S.,Virginia,Arlington,American,['University of Virginia'],,['Journalist'],
Katy Tur,https://en.wikipedia.org/wiki/Katy_Tur,35,U.S.,California,Los Angeles,American,"['University of California, Santa Barbara']",['Brentwood School'],"['Journalist', ', news anchor']",
Kayli Carter,https://en.wikipedia.org/wiki/Kayli_Carter,,U.S.,Florida,Oviedo,American,['Savannah College of Art and Design'],,['Actress'],
Keegan-Michael Key,https://en.wikipedia.org/wiki/Keegan-Michael_Key,47,U.S.,Michigan,Southfield,American,"['University of Detroit Mercy', 'Pennsylvania State University']",,"['Actor, comedian, writer, producer']",
Keegan-Michael Key,https://en.wikipedia.org/wiki/Keegan-Michael_Key,47,U.S.,Michigan,Southfield,American,"['University of Detroit Mercy', 'Pennsylvania State University']",,"['Actor, comedian, writer, producer']",
Keira Knightley,https://en.wikipedia.org/wiki/Keira_Knightley,33,England,London,Teddington,British,,,['Actress'],
Kelly Osbourne,https://en.wikipedia.org/wiki/Kelly_Osbourne,33,U.K.,London,City of Westminster,British,,,['Singersongwriter  actress  author  television personality  model  fashion designer'],
Kelly Ripa,https://en.wikipedia.org/wiki/Kelly_Ripa,48,U.S.,New Jersey,Stratford,American,,['Eastern Regional High School'],"['Actress', 'talk show host', 'television producer']",
Kelsey Grammer,https://en.wikipedia.org/wiki/Kelsey_Grammer,63,U.S.,"Saint Thomas,Virgin islands",Charlotte Amalie ,American,,['Juilliard School'],"['Actor, voice actor, comedian, singer, producer, director, writer, activist']",Republican
Ken Burns,https://en.wikipedia.org/wiki/Ken_Burns,65,U.S.,New York,Brooklyn,American,['Hampshire College'],,['Filmmaker'],Democratic
Ken Burns,https://en.wikipedia.org/wiki/Ken_Burns,65,U.S.,New York,New York City,American,['Hampshire College'],,['Filmmaker'],Democratic
Ken Jeong,https://en.wikipedia.org/wiki/Ken_Jeong,49,U.S.,Michigan,Detroit,American,"['Duke University', 'University of North Carolina at Chapel Hill’]",,,
Ken Jeong,https://en.wikipedia.org/wiki/Ken_Jeong,49,U.S.,Michigan, Detroit,American,"['Duke University', 'University of North Carolina at Chapel Hill']",,,
Kenneth Branagh,https://en.wikipedia.org/wiki/Kenneth_Branagh,57,U.K.,Ireland ,Belfast,British,['Royal Academy of Dramatic Art'],,['Actor  filmmaker'],
Keri Russell,https://en.wikipedia.org/wiki/Keri_Russell,42,U.S.,California,Fountain Valley,American,,,"['Actress, dancer']",
Kerry Washington,https://en.wikipedia.org/wiki/Kerry_Washington,41,U.S.,New York ,New York City,American,['George Washington University'],['Spence School'],['Actress'],
Kerry Washington,https://en.wikipedia.org/wiki/Kerry_Washington,41,U.S.,New York,New York City,American,['George Washington University'],['Spence School'],['Actress'],
Kerry Washington,https://en.wikipedia.org/wiki/Kerry_Washington,41,U.S.,New York,New York City,American,['George Washington University'],['Spence School'],['Actress'],
Kevin Hart,https://en.wikipedia.org/wiki/Kevin_Hart,39,U.S.,Philadelphia,Pennsylvania,American,,,,
Kevin Hart,https://en.wikipedia.org/wiki/Kevin_Hart,39,U.S.,Pennsylvania,Philadelphia ,American,,,,
Kevin Kline,https://en.wikipedia.org/wiki/Kevin_Kline,71,U.S.,Missouri,St. Louis,American,,"['Indiana University, Bloomington', 'Juilliard School']","['Actor, singer']",
Kevin Love,https://en.wikipedia.org/wiki/Kevin_Love,30,U.S.,California,Santa Monica,American,,,,
Kevin Smith,https://en.wikipedia.org/wiki/Kevin_Smith,48,U.S.,New Jersey,Red Bank,American,,,"['Filmmaker', 'actor', 'comedian', 'public speaker', 'comic book writer', 'author', 'podcaster']",
Kevin Smith,https://en.wikipedia.org/wiki/Kevin_Smith,48,U.S.,New Jersey,Red Bank,American,,,"['Filmmaker', 'actor', 'comedian', 'public speaker', 'comic book writer', 'author', 'podcaster']",
Kevin Spacey,https://en.wikipedia.org/wiki/Kevin_Spacey,59,U.S.,New Jersey,South Orange,American,,['Juilliard School'],['Actor  producer  singer'],
Kevin Spacey,https://en.wikipedia.org/wiki/Kevin_Spacey,59,U.S.,New Jersey,South Orange,American,,['Juilliard School'],['Actor  producer  singer'],
Kevin Spacey,https://en.wikipedia.org/wiki/Kevin_Spacey,59,U.S.,New Jersey,South Orange,American,,['Juilliard School'],['Actor  producer  singer'],
Kiefer Sutherland,https://en.wikipedia.org/wiki/Kiefer_Sutherland,51,U.K.,London, ,British,,,['Actor  film director  film producer  singersongwriter'],
Killer Mike,https://en.wikipedia.org/wiki/Killer_Mike,43,U.S.,Georgia, Atlanta,American,,,,
Kristen Bell,https://en.wikipedia.org/wiki/Kristen_Bell,38,U.S.,Michigan,Huntington Woods,American,['New York University'],,['Actress'],
Kristen Stewart,https://en.wikipedia.org/wiki/Kristen_Stewart,28,U.S.,California,Los Angeles,American,,,['Actress  director'],
Krysten Ritter,https://en.wikipedia.org/wiki/Krysten_Ritter,36,U.S.,Pennsylvania,Bloomsburg,American,,,['Actress  musician  model'],
Krysten Ritter,https://en.wikipedia.org/wiki/Krysten_Ritter,36,U.S.,Pennsylvania,Bloomsburg,American,,,['Actress  musician  model'],
Kumail Nanjiani,https://en.wikipedia.org/wiki/Kumail_Nanjiani,40,Pakistan,Sindh,Karachi,Pakistani,['Grinnell College'],,"['Standup comedian, actor, podcast host, writer']",
Kumail Nanjiani,https://en.wikipedia.org/wiki/Kumail_Nanjiani,40,Pakistan,Sindh,Karachi,American,['Grinnell College'],,"['Standup comedian, actor, podcast host, writer']",
Kyle MacLachlan,https://en.wikipedia.org/wiki/Kyle_MacLachlan,59,U.S.,Washington,Yakima,American,['University of Washington'],,['Actor'],
Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,32,U.S.,New York,New York City,American,,,['Singer  songwriter  actress  record producer'],
Larry Wilmore,https://en.wikipedia.org/wiki/Larry_Wilmore,56,U.S.,Los Angeles County,California,American,['California State Polytechnic University'],,,
Larry Wilmore,https://en.wikipedia.org/wiki/Larry_Wilmore,56,U.S.,Los Angeles County,California,American,"['California State Polytechnic University, Pomona']",,,
Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,39,U.S.,New York,New York City,American,,,"['Actress, singer']",
Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,39,U.S.,New York,New York City,American,,,"['Actress, singer']",
Laura Benanti,https://en.wikipedia.org/wiki/Laura_Benanti,39,U.S.,New York,New York City,American,,,"['Actress, singer']",
Laura Dern,https://en.wikipedia.org/wiki/Laura_Dern,51,U.S.,California,Los Angeles,American,,,"['Actress, activist, director, producer']",
Laura Linney,https://en.wikipedia.org/wiki/Laura_Linney,54,U.S.,New York,New York City,American,,"['Northwestern University', 'Brown University', 'Juilliard School']",['Actress  singer'],
Laura Linney,https://en.wikipedia.org/wiki/Laura_Linney,54,U.S.,New York,New York City,American,,"['Northwestern University', 'Brown University', 'Juilliard School']",['Actress  singer'],
Laura Ricciardi,https://en.wikipedia.org/wiki/Laura_Ricciardi,,U.S.,,,American,,,,
Lauren Cohan,https://en.wikipedia.org/wiki/Lauren_Cohan,36,U.S.,New Jersey,Cherry Hill,American,,,"['Actress, model']",
Lauren Graham,https://en.wikipedia.org/wiki/Lauren_Graham,51,U.S.,Hawaii,Honolulu,American,"['Barnard College', 'Southern Methodist University']",,['Actress  novelist'],
Laurence Fishburne,https://en.wikipedia.org/wiki/Laurence_Fishburne,57,U.S.,Georgia,Augusta,American,,,['Actor  producer  playwright  screenwriter  film director'],
Laurie Metcalf,https://en.wikipedia.org/wiki/Laurie_Metcalf,63,U.S.,Illinois,Carbondale,American,,,['Actress'],
Laurie Metcalf,https://en.wikipedia.org/wiki/Laurie_Metcalf,63,U.S.,Illinois,Carbondale,American,,,['Actress'],
Laverne Cox,https://en.wikipedia.org/wiki/Laverne_Cox,46,U.S.,Alabama,Mobile,American,,"['Indiana University Bloomington', 'Marymount Manhattan College']",['Actress  activist'],
Lawrence O'Donnell,https://en.wikipedia.org/wiki/Lawrence_O%27Donnell,66,U.S.,Massachusetts,Boston,American,['Harvard University'],['Saint Sebastians School'],"['Political analyst, television host, actor']",
Lawrence O'Donnell,https://en.wikipedia.org/wiki/Lawrence_O%27Donnell,66,U.S.,Massachusetts,Boston,American,['Harvard University'],['Saint Sebastians School'],"['Political analyst, television host, actor']",
Leah Remini,https://en.wikipedia.org/wiki/Leah_Remini,48,U.S.,New York,New York City,American,,,['Actress  singer  writer  activist  model'],
Lee Daniels,https://en.wikipedia.org/wiki/Lee_Daniels,58,U.S.,Pennsylvania,Philadelphia,American,,,"['Producer, director, writer']",
Lena Waithe,https://en.wikipedia.org/wiki/Lena_Waithe,34,U.S.,Illinois,Chicago,American,['Columbia College Chicago'],,['Actress  producer  writer'],
Lesley Stahl,https://en.wikipedia.org/wiki/Lesley_Stahl,76,U.S.,Massachusetts,Lynn,American,['Wheaton College'],,['News reporter'],
Leslie Mann,https://en.wikipedia.org/wiki/Leslie_Mann,46,U.S.,California,San Francisco,American,,['Corona del Mar High School'],['Actress  comedian'],
Leslie Odom,https://en.wikipedia.org/wiki/Leslie_Odom_Jr.,37,U.S.,New York,New York City,American,,['Carnegie Mellon University'],"['Actor, singer']",
Leslie Odom Jr.,https://en.wikipedia.org/wiki/Leslie_Odom_Jr.,37,U.S.,New York,New York City,American,,['Carnegie Mellon University'],"['Actor, singer']",
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,U.S.,D.C., Washington,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill', 'Yale University']",,
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,D.C.,Washington, ,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill', 'Yale University']",,
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,U.S.,D.C.,Washington,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill', 'Yale University']",,
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,U.S.,D.C.,Washington,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill', 'Yale University']",,
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,U.S.,D.C.,Washington,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill', 'Yale University']",,
Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,U.S.,D.C.,Washington,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill','Yale University']",,
Liam Hemsworth,https://en.wikipedia.org/wiki/Liam_Hemsworth,28,Australia,Victoria,Melbourne,Australian,,,['Actor'],
Liam Neeson,https://en.wikipedia.org/wiki/Liam_Neeson,66,U.K.,County Antrim,Ballymena,American,['Queens University Belfast'],,['Actor'],
Liam Neeson,https://en.wikipedia.org/wiki/Liam_Neeson,66,U.K.,County Antrim,Ballymena,American,['Queens University Belfast'],,['Actor'],
Liev Schreiber,https://en.wikipedia.org/wiki/Liev_Schreiber,51,U.S.,California,San Francisco,American,,"['Hampshire College',  'Yale University']","['Actor, director, screenwriter, producer']",
Lily Tomlin,https://en.wikipedia.org/wiki/Lily_Tomlin,79,U.S.,Michigan, Detroit,American,,,,
Lily Tomlin,https://en.wikipedia.org/wiki/Lily_Tomlin,79,U.S.,Michigan, Detroit,American,,,,
Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,38,U.S.,New York,New York City,American,['Wesleyan University'],,"['Composer, playwright, lyricist, actor']",
Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,38,U.S.,New York,New York City,American,['Wesleyan University'],,"['Composer, playwright, lyricist, actor']",
Lindsey Vonn,https://en.wikipedia.org/wiki/Lindsey_Vonn,34,U.S.,Minnesota,Saint Paul ,American,,,,
Lisa Kudrow,https://en.wikipedia.org/wiki/Lisa_Kudrow,55,U.S.,California,Los Angeles,American,['Vassar College'],['Taft High School'],"['Actress', 'voice actress', 'writer', 'comedian', 'producer']",
Liv Tyler,https://en.wikipedia.org/wiki/Liv_Tyler,41,U.S.,New York,New York City,American,,,['Actress  producer  model'],
Liza Koshy,https://en.wikipedia.org/wiki/Liza_Koshy,22,U.S.,Texas,Houston,American,,,,
Lizzy Caplan,https://en.wikipedia.org/wiki/Lizzy_Caplan,36,U.S.,California,Los Angeles,American,,,['Actress  model'],
LL Cool J,https://en.wikipedia.org/wiki/LL_Cool_J,50,U.S.,New York, Long Island,American,,,,
Logan Lerman,https://en.wikipedia.org/wiki/Logan_Lerman,26,U.S.,California,Beverly Hills,American,['Beverly Hills High School'],,['Actor'],
Loretta Lynch,https://en.wikipedia.org/wiki/Loretta_Lynch,59,U.S., North Carolina, Greensboro,American,,['Harvard University'],,
Louie Anderson,https://en.wikipedia.org/wiki/Louie_Anderson,65,U.S.,Minnesota,Saint Paul,American,,,"['Actor, comedian, game show host, author']",
Louie Anderson,https://en.wikipedia.org/wiki/Louie_Anderson,65,U.S.,Minnesota,Saint Paul,American,,,"['Actor, comedian, game show host, author']",
Louis C.K.,https://en.wikipedia.org/wiki/Louis_C.K.,51,U.S.,D.C.,Washington ,American,,,,
Lucy Lawless,https://en.wikipedia.org/wiki/Lucy_Lawless,50,New Zealand,Auckland,Mount Albert,New Zealand,,,"['Actress, musician']",
Lucy Liu,https://en.wikipedia.org/wiki/Lucy_Liu,49,U.S.,New York,New York City,American,['University of Michigan'],"['Stuyvesant High School',]","['Actress, voice actress, director, artist']",
Luke Bracey,https://en.wikipedia.org/wiki/Luke_Bracey,29,Australia,Sydney, ,Australian,,,['Actor'],
Luke Bryan,https://en.wikipedia.org/wiki/Luke_Bryan,42,U.S., Georgia, Leesburg,American,,,,
Luke Evans,https://en.wikipedia.org/wiki/Luke_Evans_(actor),39,U.K.,Pontypool, ,British,['London Studio Centre'],,['Actor'],
Lupita Nyong,https://en.wikipedia.org/wiki/Lupita_Nyong%27o,35,Mexico,Mexico City, ,Mexican,,"['Hampshire College', 'Yale University']",['Actress'],
Lupita Nyong'o,https://en.wikipedia.org/wiki/Lupita_Nyong%27o,35,Mexico,Mexico City, ,Mexican,,"['Hampshire College', 'Yale University']",['Actress'],
Madeleine Albright,https://en.wikipedia.org/wiki/Madeleine_Albright,81,Czech Republic, Prague, ,American,,"['Wellesley College', 'Johns Hopkins University', 'Columbia University’]",,Democratic
Maggie Gyllenhaal,https://en.wikipedia.org/wiki/Maggie_Gyllenhaal,40,U.S.,New York,New York City,American,"['Columbia University', 'Royal Academy of Dramatic Art']",,['Actress'],
Maggie Siff,https://en.wikipedia.org/wiki/Maggie_Siff,44,US,New York,New York City,American,"[‘The Bronx High School of Science', 'Bryn Mawr College', 'Tisch School of the Arts’]",,['Actress'],
Mahershala Ali,https://en.wikipedia.org/wiki/Mahershala_Ali,44,U.S.,California,Oakland,American,"['Saint Marys College of California', 'Tisch School of the Arts']",,['Actor'],
Malala Yousafzai,https://en.wikipedia.org/wiki/Malala_Yousafzai,21,Pakistan,Swat,Mingora,Pakistani,,"['Khushal Public School’ , ‘Edgbaston High School’ ,  ‘Lady Margaret Hall, Oxford ‘]","['Activist for female education, former blogger for', 'BBC Urdu', 'and student']",
Malcolm Gladwell,https://en.wikipedia.org/wiki/Malcolm_Gladwell,55,U.K.,Fareham, ,Canadian,"['Trinity College', 'University of Toronto']",,"['Nonfiction writer, journalist']",
Mandy Moore,https://en.wikipedia.org/wiki/Mandy_Moore,34,U.S.,New Hampshire,Nashua,American,,,['Singersongwriter  actress'],
Mandy Patinkin,https://en.wikipedia.org/wiki/Mandy_Patinkin,65,U.S.,Illinois,Chicago,American,,"['University of Kansas, Lawrence', 'Juilliard School']","['Actor, singer']",
Mandy Patinkin,https://en.wikipedia.org/wiki/Mandy_Patinkin,65,U.S.,Illinois,Chicago,American,,"['University of Kansas, Lawrence', 'Juilliard School']","['Actor, singer']",
Mandy Patinkin,https://en.wikipedia.org/wiki/Mandy_Patinkin,65,U.S.,Illinois,Chicago,American,,"['University of Kansas, Lawrence', 'Juilliard School']","['Actor, singer']",
Marc Maron,https://en.wikipedia.org/wiki/Marc_Maron,55,U.S.,New Jersey,Jersey City ,American,['Boston University'],,,
