name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
Tommy Vietor,https://en.wikipedia.org/wiki/Tommy_Vietor,38,US,Massachusetts, ,American,['Kenyon College'],,['National Security Council  spokesperson  podcast host'],
Jessica Williams,https://en.wikipedia.org/wiki/Jessica_Williams_(actress),29,U.S. ,California,Los Angeles County,American,"['California State University, Long Beach']",,"['Actress, comedian']",
Phoebe Robinson,https://en.wikipedia.org/wiki/Phoebe_Robinson,34,U.S., Ohio, ,American,['Pratt Institute'],,,
Rose McGowan,https://en.wikipedia.org/wiki/Rose_McGowan,45,Italy,Tuscany,Certaldo,American,,,"['Actress', 'singer', 'director', 'author']",
Rand Paul,https://en.wikipedia.org/wiki/Rand_Paul,55,U.S.,Pennsylvania, Pittsburgh,American,,"['Baylor University', 'Duke University']",,Republican
Michael Shannon,https://en.wikipedia.org/wiki/Michael_Shannon,44,U.S.,Kentucky,Lexington,American,,,['Actor  musician'],
Meghan McCain,https://en.wikipedia.org/wiki/Meghan_McCain,34,U.S.,Arizona,Phoenix,American,['Columbia University'],,['Television host  author'],Republican
Uma Thurman,https://en.wikipedia.org/wiki/Uma_Thurman,48,U.S.,Massachusetts,Boston,American,,,['Actress  model'],
Michael Shannon,https://en.wikipedia.org/wiki/Michael_Shannon,44,U.S.,Kentucky,Lexington,American,,,['Actor  musician'],
Claire Danes,https://en.wikipedia.org/wiki/Claire_Danes,39,U.S.,New York,New York City,American,,['Lyce Franais de Los Angeles'],['Actress'],
Bernadette Peters,https://en.wikipedia.org/wiki/Bernadette_Peters,70,U.S.,New York,New York City,American,,,"['Actress, singer, author']",
Wanda Sykes,https://en.wikipedia.org/wiki/Wanda_Sykes,54,U.S.,Virginia,Portsmouth,American,['Hampton University'],,['Actress  comedian  writer'],
Thomas Haden Church,https://en.wikipedia.org/wiki/Thomas_Haden_Church,58,U.S.,California,Yolo,American,['University of North Texas'],['Harlingen High School'],"['Actor, director, writer']",
June Diane Raphael,https://en.wikipedia.org/wiki/June_Diane_Raphael,38,U.S.,New York,Rockville Centre,American,['New York University'],,['Actress  comedian  writer'],
John Oliver,https://en.wikipedia.org/wiki/John_Oliver,41,U.K.,Birmingham, Erdington,British,"['Christs College, Cambridge']",,,
Beanie Feldstein,https://en.wikipedia.org/wiki/Beanie_Feldstein,25,U.S.,California,Los Angeles,American,['Wesleyan University'],['HarvardWestlake School'],['Actress'],
Joel McHale,https://en.wikipedia.org/wiki/Joel_McHale,46,Italy,Rome, ,American,['University of Washington'],,['Comedian  actor  writer  producer  television host'],
Yara Shahidi,https://en.wikipedia.org/wiki/Yara_Shahidi,18,U.S.,Minnesota,Minneapolis,American,,,['actress  model  activist'],
John Oliver,https://en.wikipedia.org/wiki/John_Oliver,41,U.K.,Birmingham, Erdington,British,"['Christs College, Cambridge']",,,
Nathan Lane,https://en.wikipedia.org/wiki/Nathan_Lane,62,U.S.,New Jersey,Jersey City,American,,,"['Actor, writer']",
Senator Kirsten Gillibrand,https://en.wikipedia.org/wiki/Kirsten_Gillibrand,51,U.S.,New York,Albany,American,,"['Dartmouth College', 'University of California, Los Angeles']",,Democratic
Chris Gethard,https://en.wikipedia.org/wiki/Chris_Gethard,38,U.S.,New Jersey  , West Orange,American,,,"['Actor, comedian, writer']",
Sam Rockwell,https://en.wikipedia.org/wiki/Sam_Rockwell,49,U.S.,California,San Mateo County,American,['Ruth Asawa San Francisco School of the Arts'],,['Actor'],
J. J. Abrams,https://en.wikipedia.org/wiki/J._J._Abrams,52,U.S.,New York,New York City,American,['Sarah Lawrence College'],['Palisades Charter High School'],"['Film director, producer, screenwriter, composer']",
Christine Baranski,https://en.wikipedia.org/wiki/Christine_Baranski,66,U.S.,New York,Buffalo,American,,['Juilliard School'],['Actress  singer  producer'],
Constance Zimmer,https://en.wikipedia.org/wiki/Constance_Zimmer,48,U.S.,Washington,Seattle,American,['American Academy of Dramatic Arts'],,['Actress'],
Jennifer Lawrence,https://en.wikipedia.org/wiki/Jennifer_Lawrence,28,U.S.,Kentucky,Indian Hills,American,,,['Actress'],
Patton Oswalt,https://en.wikipedia.org/wiki/Patton_Oswalt,49,U.S.,Virginia, Portsmouth,American,['College of William amp Mary'],,,
Kiefer Sutherland,https://en.wikipedia.org/wiki/Kiefer_Sutherland,51,U.K.,London, ,British,,,['Actor  film director  film producer  singersongwriter'],
Zoe Lister-Jones,https://en.wikipedia.org/wiki/Zoe_Lister-Jones,36,U.S.,New York,New York City,American,['New York University'],,"['Actress, producer, director, writer']",
John McWhorter,https://en.wikipedia.org/wiki/John_McWhorter,53,U.S.,Pennsylvania,Philadelphia,American,"['Simons Rock College', 'Rutgers University',  'New York University', 'Stanford University']",['Friends Select School'],,
Donald Glover,https://en.wikipedia.org/wiki/Donald_Glover,35,U.S.,California,Edwards Air Force Base,American,['New York University'],['DeKalb School of the Arts'],['Actor  comedian  singer  writer  producer  director  rapper  songwriter  DJ'],
Omarosa Manigault,https://en.wikipedia.org/wiki/Omarosa_Manigault,44,U.S.,Ohio, Youngstown,American,"['Central State University', 'Howard University']",,,Democratic
Jeff Daniels,https://en.wikipedia.org/wiki/Jeff_Daniels,63,U.S.,Georgia,Clarke County,American,,,['Actor  musician  playwright'],
Krysten Ritter,https://en.wikipedia.org/wiki/Krysten_Ritter,36,U.S.,Pennsylvania,Bloomsburg,American,,,['Actress  musician  model'],
Steve Buscemi,https://en.wikipedia.org/wiki/Steve_Buscemi,60,U.S.,New York,New York City,American,,,['Actor  director'],
Sebastian Maniscalco,https://en.wikipedia.org/wiki/Sebastian_Maniscalco,45,U.S.,Illinois, ,American,,,,
David Oyelowo,https://en.wikipedia.org/wiki/David_Oyelowo,42,U.K.,Oxfordshire,Oxford,British,['London Academy of Music and Dramatic Art'],['City and Islington College'],"['Actor, producer']",
Chelsea Clinton,https://en.wikipedia.org/wiki/Chelsea_Clinton,38,U.S,Arkansas,Little Rock,American,,"['Stanford University', 'University College, Oxford', 'Columbia University', 'New York University']",,Democratic
Martha Stewart,https://en.wikipedia.org/wiki/Martha_Stewart,77,U.S.,New Jersey,Jersey City,American,['Barnard College'],,"['Businesswoman, writer, television personality']",
Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey,64,U.S.,Mississippi,Kosciusko,American,['Tennessee State University'],,"['Host of   The Oprah Winfrey Show   19862011  Chairwoman and CEO of  Harpo Productions  1986present  Chairwoman, CEO and CCO of the  Oprah Winfrey Network  2011present  Actress  2', 'Author']",Democratic
Justin Hartley,https://en.wikipedia.org/wiki/Justin_Hartley,41,U.S.,Illinois,Knoxville,American,,,['Actor'],
Reese Witherspoon,https://en.wikipedia.org/wiki/Reese_Witherspoon,42,U.S.,Louisiana,New Orleans,American,,,"['Actress, producer, entrepreneur']",
Adam Rippon,https://en.wikipedia.org/wiki/Adam_Rippon,28,U.S.,Pennsylvania,Scranton,American,,,,
Mindy Kaling,https://en.wikipedia.org/wiki/Mindy_Kaling,39,U.S.,Massachusetts,Cambridge,American,['Dartmouth College'],['Buckingham Browne amp Nichols'],"['Actress, comedian, writer']",
Chris Hayes,https://en.wikipedia.org/wiki/Chris_Hayes,39,U.S.,New York,New York City,American,['Brown University'],,"['Political commentator, journalist']",
Helen Mirren,https://en.wikipedia.org/wiki/Helen_Mirren,73,U.K.,London,Hammersmith,British,['New College of Speech and Drama'],,['Actor'],
David Byrne,https://en.wikipedia.org/wiki/David_Byrne,66,U.K.,Scotland,,British,,,,
Tom Brady,https://en.wikipedia.org/wiki/Tom_Brady,41,U.S.,California,San Mateo County,American,,,,
Angela Bassett,https://en.wikipedia.org/wiki/Angela_Bassett,60,U.S.,New York,New York City,American,['Yale University'],,['Actress'],
Jimmy O. Yang,https://en.wikipedia.org/wiki/Jimmy_O._Yang,31,Hong Kong, , ,American,"['University of California, San Diego']",,,
Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti,51,U.S.,Connecticut,New Haven,American,['Yale University'],,"['Actor, producer']",
Sean Bean,https://en.wikipedia.org/wiki/Sean_Bean,59,U.K.,West Riding of Yorkshire,Handsworth,British,,,['Actor'],
Drew Barrymore,https://en.wikipedia.org/wiki/Drew_Barrymore,43,U.S.,California,Culver City,American,,,['Actress  producer  director  author  model  entrepreneur'],
Adam DeVine,https://en.wikipedia.org/wiki/Adam_DeVine,34,U.S.,Iowa,Waterloo,American,,,['Actor  comedian  singer  screenwriter  producer'],
Hilary Swank,https://en.wikipedia.org/wiki/Hilary_Swank,44,U.S.,Nebraska,Lincoln,American,,,['Actress  producer'],
Thomas Middleditch,https://en.wikipedia.org/wiki/Thomas_Middleditch,36,Canada,British Columbia,Nelson,Canadian,['University of Victoria'],,['Actor  screenwriter'],
Keri Russell,https://en.wikipedia.org/wiki/Keri_Russell,42,U.S.,California,Fountain Valley,American,,,"['Actress, dancer']",
Matthew Rhys,https://en.wikipedia.org/wiki/Matthew_Rhys,43,U.K.,Cardiff, ,British,['Royal Academy of Dramatic Art'],,['Actor'],
Mindy Kaling,https://en.wikipedia.org/wiki/Mindy_Kaling,39,U.S.,Massachusetts,Cambridge,American,['Dartmouth College'],['Buckingham Browne amp Nichols'],"['Actress, comedian, writer']",
Sean Penn,https://en.wikipedia.org/wiki/Sean_Penn,58,U.S.,California,Santa Monica,American,,,"['Actor, filmmaker']",Democratic
Sara Gilbert,https://en.wikipedia.org/wiki/Sara_Gilbert,43,U.S.,California,Santa Monica,American,['Yale University'],,['Actress'],
Samantha Bee,https://en.wikipedia.org/wiki/Samantha_Bee,49,Canada,Ontario,Toronto,American,['University of Ottawa'],,,
Leslie Odom Jr.,https://en.wikipedia.org/wiki/Leslie_Odom_Jr.,37,U.S.,New York,New York City,American,,['Carnegie Mellon University'],"['Actor, singer']",
Tom Segura,https://en.wikipedia.org/wiki/Tom_Segura,39,U.S.,Ohio, ,American,,,,
Dana Carvey,https://en.wikipedia.org/wiki/Dana_Carvey,63,U.S.,Montana, ,American,['San Francisco State University'],,,
Simon Pegg,https://en.wikipedia.org/wiki/Simon_Pegg,48,U.K.,England,Gloucestershire,British,,,"['Actor', 'comedian', 'screenwriter', 'producer']",
Emily Blunt,https://en.wikipedia.org/wiki/Emily_Blunt,35,U.K.,London,Wandsworth,British,,,['Actress'],
John Heilemann,https://en.wikipedia.org/wiki/John_Heilemann,52,U.S.,California  ,Los Angeles,American,"['Northwestern University', 'Harvard University']",,"['Journalist', 'Anchor']",
Alex Wagner,https://en.wikipedia.org/wiki/Alex_Wagner,40,U.S.,D.C.,Washington,American,['Brown University'],,['Television host  author'],
Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston,62,U.S.,California,Hollywood,American,['Los Angeles Valley College'],,"['Actor, producer, director, screenwriter']",
Jimmy Carter,https://en.wikipedia.org/wiki/Jimmy_Carter,94,U.S.,Georgia, Plains,American,"['Georgia Institute of Technology', 'United States Naval Academy']",,,Democratic
Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer,37,U.S.,New York,New York City,American,['Towson University'],['William Esper Studio'],,
Madeleine Albright,https://en.wikipedia.org/wiki/Madeleine_Albright,81,Czech Republic, Prague, ,American,,"['Wellesley College', 'Johns Hopkins University', 'Columbia University’]",,Democratic
James Spader,https://en.wikipedia.org/wiki/James_Spader,58,U.S.,Massachusetts,Boston,American,,,['Actor'],
Katie Couric,https://en.wikipedia.org/wiki/Katie_Couric,61,U.S.,Virginia,Arlington,American,['University of Virginia'],,['Journalist'],
Louie Anderson,https://en.wikipedia.org/wiki/Louie_Anderson,65,U.S.,Minnesota,Saint Paul,American,,,"['Actor, comedian, game show host, author']",
Martin Short,https://en.wikipedia.org/wiki/Martin_Short,68,Canada,Ontario, ,American,['McMaster University'],,,
Aisha Tyler,https://en.wikipedia.org/wiki/Aisha_Tyler,48,U.S.,California,San Francisco,American,['Dartmouth College'],,"['Talk show host, actress, comedian, author, producer, writer, director']",
Diane Sawyer,https://en.wikipedia.org/wiki/Diane_Sawyer,72,U.S.,Kentucky,Glasgow,American,['Wellesley College'],,['Television journalist'],
Joshua Jackson,https://en.wikipedia.org/wiki/Joshua_Jackson,40,Canada,British Columbia,Vancouver,Canadian,,,['Actor'],
Aubrey Plaza,https://en.wikipedia.org/wiki/Aubrey_Plaza,34,U.S.,Delaware,Wilmington,American,['New York University'],,"['Actress, comedian, producer']",
John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist),50,U.S.,D.C.,Washington,American,['University of Virginia'],['Sidwell Friends School'],['Journalist  television host'],
Charlamagne tha God,https://en.wikipedia.org/wiki/Charlamagne_tha_God,40,U.S.,South Carolina, Charleston,American,,,,
Nell Scovell,https://en.wikipedia.org/wiki/Nell_Scovell,57,U.S.,Massachusetts,Newton,American,['Harvard University'],,"['Journalist, writer, producer']",
James Comey,https://en.wikipedia.org/wiki/James_Comey,57,U.S.,New York, Yonkers,American,,"['College of William and Mary', 'University of Chicago']",,Independent
Cynthia Nixon,https://en.wikipedia.org/wiki/Cynthia_Nixon,52,U.S.,New York,New York City,American,,"['Barnard College', 'Hunter College High School']",['Actress'],Democratic
Alan Cumming,https://en.wikipedia.org/wiki/Alan_Cumming,53,U.K.,Perthshire,Aberfeldy,American,['Royal Scottish Academy of Music and Drama'],,"['Actor, singer, director, producer, writer, activist']",
Antonio Banderas,https://en.wikipedia.org/wiki/Antonio_Banderas,58,Spain,Mlaga, ,Spanish,,,"['Actor, producer, singer']",
Kamala Harris,https://en.wikipedia.org/wiki/Kamala_Harris,54,U.S.,California, Oakland,American,,"['Howard University', 'University of California, Hastings’]",,Democratic
James Marsden,https://en.wikipedia.org/wiki/James_Marsden,45,U.S.,Oklahoma,Stillwater,American,,,['Actor  singer  model'],
Coyote Peterson,https://en.wikipedia.org/wiki/Coyote_Peterson,38,U.S.,Ohio,Newbury,American,,['Ohio State University'],"['Wildlife educator,', 'Youtube personality', ', Producer, Show host, Author']",
Jeffrey Wright,https://en.wikipedia.org/wiki/Jeffrey_Wright,52,U.S.,D.C.,Washington,American,"['Amherst College', 'New York University']",,['Actor'],
Ali Wentworth,https://en.wikipedia.org/wiki/Ali_Wentworth,53,U.S.,D.C.,Washington,American,,,"['Actress, comedian, author, producer']",
Hank Azaria,https://en.wikipedia.org/wiki/Hank_Azaria,54,U.S.,New York,New York City,American,,,"['Actor, voice actor, comedian, producer']",
Ronan Farrow,https://en.wikipedia.org/wiki/Ronan_Farrow,30,U.S.,New York,New York City,American,"['Bard College', 'Yale University']",,['Journalist  lawyer'],
Lucy Liu,https://en.wikipedia.org/wiki/Lucy_Liu,49,U.S.,New York,New York City,American,['University of Michigan'],"['Stuyvesant High School',]","['Actress, voice actress, director, artist']",
Henry Winkler,https://en.wikipedia.org/wiki/Henry_Winkler,72,U.S.,New York,New York City,American,,"['Emerson College', 'Yale University']","['Actor, director, comedian, producer, author']",
Rachel Weisz,https://en.wikipedia.org/wiki/Rachel_Weisz,48,U.K.,London,Westminster,American,"['Trinity Hall, Cambridge']",,['Actress  fashion model'],
Ann Dowd,https://en.wikipedia.org/wiki/Ann_Dowd,62,U.S.,Massachusetts,Holyoke,American,,,['Actress'],
Mandy Patinkin,https://en.wikipedia.org/wiki/Mandy_Patinkin,65,U.S.,Illinois,Chicago,American,,"['University of Kansas, Lawrence', 'Juilliard School']","['Actor, singer']",
H. Jon Benjamin,https://en.wikipedia.org/wiki/H._Jon_Benjamin,52,U.S.,Massachusetts, Worcester,American,,,,
David Duchovny,https://en.wikipedia.org/wiki/David_Duchovny,58,U.S.,New York,New York City,American,"['Princeton University', 'Yale University']",,"['Actor, director, producer, writer, singersongwriter']",
Margaret Brennan,https://en.wikipedia.org/wiki/Margaret_Brennan,38,U.S.,Connecticut,Stamford,American,,['University of Virginia'],,
Robert Smigel,https://en.wikipedia.org/wiki/Robert_Smigel,58,U.S,New York,New York City,American,,,,
Helen Hunt,https://en.wikipedia.org/wiki/Helen_Hunt,55,U.S.,California,Culver City,American,,,"['Actress, director, screenwriter']",
Kevin Smith,https://en.wikipedia.org/wiki/Kevin_Smith,48,U.S.,New Jersey,Red Bank,American,,,"['Filmmaker', 'actor', 'comedian', 'public speaker', 'comic book writer', 'author', 'podcaster']",
Jim Gaffigan,https://en.wikipedia.org/wiki/Jim_Gaffigan,52,U.S.,Illinois, Elgin,American,['Georgetown University'],['La Lumiere School'],,
Michael Avenatti,https://en.wikipedia.org/wiki/Michael_Avenatti,47,U.S.,California,Sacramento,American,,"['Saint Louis University', 'University of Pennsylvania', 'George Washington University']",['Attorney'],Democratic
David Chang,https://en.wikipedia.org/wiki/David_Chang,41,U.S.,Virginia,Vienna,American,,"['Georgetown Prep', 'Trinity College, Hartford', 'French Culinary Institute']",,
Charlize Theron,https://en.wikipedia.org/wiki/Charlize_Theron,43,South Africa,Benoni, ,American,,,['Actress  producer'],
Ron Howard,https://en.wikipedia.org/wiki/Ron_Howard,64,U.S.,Oklahoma,Duncan,American,['University of Southern California'],,"['Actor, filmmaker']",
Chris O'Donnell,https://en.wikipedia.org/wiki/Chris_O%27Donnell,48,U.S.,Illinois,Winnetka,American,['Boston College'],['Bachelor of Science'],['Actor'],
Jack White,https://en.wikipedia.org/wiki/Jack_White,43,U.S.,Michigan,Detroit,American,,['Cass Technical High School'],['Singer  songwriter'],
Jim Parsons,https://en.wikipedia.org/wiki/Jim_Parsons,45,U.S.,Texas,Houston,American,"['University of Houston', 'University of San Diego']",,['Actor'],
Alexis Ohanian,https://en.wikipedia.org/wiki/Alexis_Ohanian,35,U.S.,New York,New York City,American,['University of Virginia'],,['Entrepreneur  venture capitalist  investor'],
Michael B. Jordan,https://en.wikipedia.org/wiki/Michael_B._Jordan,31,U.S. ,California,Santa Ana,American,,,['Actor'],
Matt Walsh,https://en.wikipedia.org/wiki/Matt_Walsh_(comedian),54,U.S.,Illinois,Chicago,American,,,"['Actor, comedian, director, writer']",
Gayle King,https://en.wikipedia.org/wiki/Gayle_King,63,U.S.,Maryland,Chevy Chase,American,,,['Broadcast journalist  Magazine editor'],
Anna Wintour,https://en.wikipedia.org/wiki/Anna_Wintour,68,U.K.,London,Hampstead,British,,['North London Collegiate School'],"['Magazine editor, fashion journalist']",
Annette Bening,https://en.wikipedia.org/wiki/Annette_Bening,60,U.S.,Kansas,Topeka,American,"[['San Diego Mesa College', 'San Francisco State University']]",,['Actress'],
Wyatt Cenac,https://en.wikipedia.org/wiki/Wyatt_Cenac,42,U.S.,New York,New York City,American,['University of North Carolina'],,['Actor  comedian  writer  producer'],
Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy,48,U.S.,Illinois,Plainfield,American,,,['Actress  comedian  writer  producer  fashion designer'],
Mayim Bialik,https://en.wikipedia.org/wiki/Mayim_Bialik,42,U.S.,California,San Diego,American,"['University of California, Los Angeles']",,"['Actress, neuroscientist, author']",
Anthony Anderson,https://en.wikipedia.org/wiki/Anthony_Anderson,48,U.S.,California,Compton,American,,['Hollywood High School'],['Actor  comedian  writer  game show host  panelist'],
Glenda Jackson,https://en.wikipedia.org/wiki/Glenda_Jackson,82,U.K.,Cheshire, ,British,['Royal Academy of Dramatic Art'],,"['Actress', '19551992, 2016', 'Politician', '19922015']",Labour
Michael Pollan,https://en.wikipedia.org/wiki/Michael_Pollan,63,U.S.,New York,Long Island,American,"[['Bennington College', 'Columbia University']]",,"['Author', 'journalist', 'professor']",
Jamie Foxx,https://en.wikipedia.org/wiki/Jamie_Foxx,50,U.S.,Texas,Terrell,American,['Alliant International University'],,"['Actor', 'singer   songwriter   record producer   comedian']",
Chadwick Boseman,https://en.wikipedia.org/wiki/Chadwick_Boseman,40,U.S.,South Carolina,Anderson,American,"['Howard University', 'British American Drama Academy', 'Digital Film Academy']",,"['Actor, director, producer']",
Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper,49,U.S.,New York,New York City,American,['Dartmouth College'],,['Journalist'],Independent
Benedict Cumberbatch,https://en.wikipedia.org/wiki/Benedict_Cumberbatch,42,U.K.,London,Hammersmith,British,"[['Victoria University of Manchester', 'London Academy of Music and Dramatic Art']]","['Brambletye School', 'Harrow School']",['Actor'],
Zachary Quinto,https://en.wikipedia.org/wiki/Zachary_Quinto,41,U.S.,Pennsylvania,Pittsburgh,American,['Carnegie Mellon University'],,['Actor  producer'],
Vanessa Bayer,https://en.wikipedia.org/wiki/Vanessa_Bayer,36,U.S.,Ohio,Cleveland,American,,['University of Pennsylvania'],"['Actress', 'Comedian']",
Dean Baquet,https://en.wikipedia.org/wiki/Dean_Baquet,62,U.S.,Louisiana,New Orleans,American,,,"['Executive editor', 'The New York Times']",
Andrew Garfield,https://en.wikipedia.org/wiki/Andrew_Garfield,35,U.S.,California,Los Angeles,American,['Royal Central School of Speech amp Drama'],,['Actor'],
David Cross,https://en.wikipedia.org/wiki/David_Cross,54,U.S.,Georgia, Atlanta,American,,,,
Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman,49,U.S.,New York,Rye,American,,,['Actor  director  producer'],
Stephen King,https://en.wikipedia.org/wiki/Stephen_King,71,U.S.,Maine, Portland,American,['University of Maine'],,['Writer  actor  television producer  singer  musician'],
Anne Hathaway,https://en.wikipedia.org/wiki/Anne_Hathaway,35,U.S.,New York,New York City,American,['New York University'],,"['Actress, singer']",
David Sedaris,https://en.wikipedia.org/wiki/David_Sedaris,61,U.S.,New York, Johnson City,American,"['Western Carolina University', 'School of the Art Institute of Chicago']",,,
Ethan Hawke,https://en.wikipedia.org/wiki/Ethan_Hawke,47,U.S.,Texas,Austin,American,,,['Actor  director  screenwriter  novelist'],
Toni Collette,https://en.wikipedia.org/wiki/Toni_Collette,45,Australia,New South Wales,Glebe,Australian,"['National Institute of Dramatic Art', 'Australian Theatre for Young People']",,['Actress  singer  musician'],
Bill Clinton,https://en.wikipedia.org/wiki/Bill_Clinton,72,U.S.,Arkansas, Hope,American,,"['Georgetown University',  'University College, Oxford', 'Yale University’]",,Democratic
James Patterson,https://en.wikipedia.org/wiki/James_Patterson,71,US,New York, Newburgh,American,"['Manhattan College', 'Vanderbilt University']",,,
Tig Notaro,https://en.wikipedia.org/wiki/Tig_Notaro,47,U.S.,Mississippi, Jackson,American,,,,
Mandy Moore,https://en.wikipedia.org/wiki/Mandy_Moore,34,U.S.,New Hampshire,Nashua,American,,,['Singersongwriter  actress'],
Sara Bareilles,https://en.wikipedia.org/wiki/Sara_Bareilles,38,U.S.,California,Eureka,American,"['University of California, Los Angeles']",,"['Singersongwriter', 'actress']",
Josh Groban,https://en.wikipedia.org/wiki/Josh_Groban,37,U.S.,California, Los Angeles,American,,,,
Nick Offerman,https://en.wikipedia.org/wiki/Nick_Offerman,48,U.S.,Illinois,Minooka,American,['University of Illinois at UrbanaChampaign'],,['Actor  writer   carpenter'],
Niecy Nash,https://en.wikipedia.org/wiki/Niecy_Nash,48,U.S. ,California,Compton,American,"['California State University, Dominguez Hills']",,"['Actress, comedian, television host, model, producer']",
Jeff Glor,https://en.wikipedia.org/wiki/Jeff_Glor,43,U.S.,New York,Buffalo,American,,,['Journalist  correspondent  news anchor'],
David Koechner,https://en.wikipedia.org/wiki/David_Koechner,56,U.S.,Missouri,Tipton,American,,,"['Actor, comedian']",
Chris Matthews,https://en.wikipedia.org/wiki/Chris_Matthews,72,U.S.,Pennsylvania,Philadelphia,American,,"['College of the Holy Cross', 'University of North Carolina, Chapel Hill']",['News anchor political commentator'],Democratic
Alicia Silverstone,https://en.wikipedia.org/wiki/Alicia_Silverstone,42,U.S.,California,San Francisco,American,,,['Actress'],
Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms,44,U.S.,Georgia,Atlanta,American,['Oberlin College'],,"['Actor, comedian, singer']",
Michael K. Williams,https://en.wikipedia.org/wiki/Michael_K._Williams,51,U.S.,New York,New York City,American,,,"['Actor, dancer, reporter']",
Tom Papa,https://en.wikipedia.org/wiki/Tom_Papa,49,U.S.,New Jersey,Passaic,American,,,"['Standup comedian', 'actor', 'producer', 'writer', 'Author', ', TVRadio Host']",
Anthony Scaramucci,https://en.wikipedia.org/wiki/Anthony_Scaramucci,54,U.S.,New York, Port Washington,American,,"['Tufts University',  'Harvard University']",,Republican
Michael Avenatti,https://en.wikipedia.org/wiki/Michael_Avenatti,47,U.S.,California,Sacramento,American,,"['Saint Louis University', 'University of Pennsylvania', 'George Washington University']",['Attorney'],Democratic
Natalie Portman,https://en.wikipedia.org/wiki/Natalie_Portman,37,Jerusalem, , ,American,['Harvard University'],,['Actress  film producer  director'],
Marc Maron,https://en.wikipedia.org/wiki/Marc_Maron,55,U.S.,New Jersey,Jersey City,American,['Boston University'],,,
Thandie Newton,https://en.wikipedia.org/wiki/Thandie_Newton,45,U.K.,London,Westminster,British,"['Downing College, Cambridge']",,['Actress'],
Betty Gilpin,https://en.wikipedia.org/wiki/Betty_Gilpin,32,U.S.,New York,New York City,American,,,['Actress'],
Benicio del Toro,https://en.wikipedia.org/wiki/Benicio_del_Toro,51,Puerto Rico,San Germn, ,American,,,['Actor  film producer'],
Alison Brie,https://en.wikipedia.org/wiki/Alison_Brie,35,U.S.,California,Los Angeles,American,['California Institute of the Arts'],,['Actress  producer'],
Robin Thede,https://en.wikipedia.org/wiki/Robin_Thede,39,U.S.,Iowa,Spencer,American,['Northwestern University'],,"['Writer', 'actress', 'comedian']",
Josh Brolin,https://en.wikipedia.org/wiki/Josh_Brolin,50,U.S.,California,Santa Monica,American,,,['Actor'],
Ruth Negga,https://en.wikipedia.org/wiki/Ruth_Negga,36,Ethiopia,Addis Ababa, ,British,"['Trinity College, Dublin']",,['Actress'],
Trevor Noah,https://en.wikipedia.org/wiki/Trevor_Noah,34,South Africa, Johannesburg, ,South African,,,,
Liza Koshy,https://en.wikipedia.org/wiki/Liza_Koshy,22,U.S.,Texas,Houston,American,,,,
Don Lemon,https://en.wikipedia.org/wiki/Don_Lemon,52,U.S.,Louisiana,Baton Rouge,American,"['Brooklyn College', 'Louisiana State University']",['Baker High School'],['Journalist'],
Mike Colter,https://en.wikipedia.org/wiki/Mike_Colter,42,U.S.,South Carolina,Columbia,American,"['University of South Carolina', 'Rutgers University']",,,
Seth Rogen,https://en.wikipedia.org/wiki/Seth_Rogen,36,Canada,British Columbia,Vancouver,American,,,"['Actor', 'comedian', 'writer', 'producer', 'director']",
Jessica Chastain,https://en.wikipedia.org/wiki/Jessica_Chastain,41,U.S.,California,Sacramento,American,,"['Sacramento City College', 'Juilliard School’]",['Actress  film producer'],
Romesh Ranganathan,https://en.wikipedia.org/wiki/Romesh_Ranganathan,40,U.K.,West Sussex,Crawley,British,,,,
Scott Rogowsky,https://en.wikipedia.org/wiki/Scott_Rogowsky,33,U.S.,New York,New York City,American,,['Johns Hopkins University'],"['Comedian', 'game show host']",
Hugh Grant,https://en.wikipedia.org/wiki/Hugh_Grant,58,U.K.,London,Hammersmith,British,"['New College, Oxford']",,"['Actor, producer']",
Margaret Hoover,https://en.wikipedia.org/wiki/Margaret_Hoover,40,U.S.,Colorado, ,American,['Bryn Mawr College'],,,
Paul Rudd,https://en.wikipedia.org/wiki/Paul_Rudd,49,U.S.,New Jersey,Passaic,American,['University of Kansas'],,['Actor  comedian  writer  producer'],
Ken Jeong,https://en.wikipedia.org/wiki/Ken_Jeong,49,U.S.,Michigan, Detroit,American,"['Duke University', 'University of North Carolina at Chapel Hill']",,,
Michael Moore,https://en.wikipedia.org/wiki/Michael_Moore,64,U.S.,Michigan,Flint,American,['Davison High School'],,"['Filmmaker', ', author,', 'political activist', 'and actor']",
Eric Andre,https://en.wikipedia.org/wiki/Eric_Andre,35,U.S.,Florida, Boca Raton,American,['Berklee College of Music'],,,
Derrick Beckles,https://en.wikipedia.org/wiki/Derrick_Beckles,,Canada,Toronto,,Canadian,,,,
